kind,id,name,canonical_movement,image_status,image_priority,batch_id,sheet_asset_reference,zip_relative_path,alt_text_draft,matt_approved,file_exists,bytes,approval_scope,hold_reason
fit,industrial-v3-fit-calf-raise-isometric-standard,Calf Raise — Isometric Emphasis Standard,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-isometric-advanced,Calf Raise — Isometric Emphasis Advanced,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-easy-day-beginner,Calf Raise — Easy Day Beginner,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-easy-day-standard,Calf Raise — Easy Day Standard,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-easy-day-advanced,Calf Raise — Easy Day Advanced,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-movement-break-beginner,Calf Raise — Movement Break Beginner,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-movement-break-standard,Calf Raise — Movement Break Standard,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-movement-break-advanced,Calf Raise — Movement Break Advanced,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-hotel-beginner,Calf Raise — Hotel Beginner,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-hotel-standard,Calf Raise — Hotel Standard,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-hotel-advanced,Calf Raise — Hotel Advanced,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-home-beginner,Calf Raise — Home Beginner,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-home-standard,Calf Raise — Home Standard,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-home-advanced,Calf Raise — Home Advanced,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-gym-beginner,Calf Raise — Gym Beginner,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-gym-standard,Calf Raise — Gym Standard,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-gym-advanced,Calf Raise — Gym Advanced,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-low-impact-beginner,Calf Raise — Low Impact Beginner,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-low-impact-standard,Calf Raise — Low Impact Standard,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-low-impact-advanced,Calf Raise — Low Impact Advanced,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-warm-up-beginner,Calf Raise — Warm-Up Beginner,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-warm-up-standard,Calf Raise — Warm-Up Standard,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-warm-up-advanced,Calf Raise — Warm-Up Advanced,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-cool-down-beginner,Calf Raise — Cool-Down Beginner,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-cool-down-standard,Calf Raise — Cool-Down Standard,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-cool-down-advanced,Calf Raise — Cool-Down Advanced,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-endurance-beginner,Calf Raise — Endurance Beginner,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-endurance-standard,Calf Raise — Endurance Standard,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-calf-raise-endurance-advanced,Calf Raise — Endurance Advanced,calf-raise,v3_cast_kit_draft,P0,FIT-01,calf-raise.webp,fit_v3/calf-raise/calf-raise__triptych.png,Draft: ordinary adult man demonstrating calf raise; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,195841,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-standard-beginner,Chair-Supported Balance Reach — Standard Beginner,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-standard-standard,Chair-Supported Balance Reach — Standard Standard,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-standard-advanced,Chair-Supported Balance Reach — Standard Advanced,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-tempo-beginner,Chair-Supported Balance Reach — Slow Tempo Beginner,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-tempo-standard,Chair-Supported Balance Reach — Slow Tempo Standard,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-tempo-advanced,Chair-Supported Balance Reach — Slow Tempo Advanced,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-pause-beginner,Chair-Supported Balance Reach — Paused Beginner,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-pause-standard,Chair-Supported Balance Reach — Paused Standard,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-pause-advanced,Chair-Supported Balance Reach — Paused Advanced,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-reduced-range-beginner,Chair-Supported Balance Reach — Reduced Range Beginner,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-reduced-range-standard,Chair-Supported Balance Reach — Reduced Range Standard,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-reduced-range-advanced,Chair-Supported Balance Reach — Reduced Range Advanced,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-supported-beginner,Chair-Supported Balance Reach — Supported Beginner,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-supported-standard,Chair-Supported Balance Reach — Supported Standard,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-supported-advanced,Chair-Supported Balance Reach — Supported Advanced,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-technique-beginner,Chair-Supported Balance Reach — Technique Beginner,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-technique-standard,Chair-Supported Balance Reach — Technique Standard,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-technique-advanced,Chair-Supported Balance Reach — Technique Advanced,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-density-beginner,Chair-Supported Balance Reach — Density Beginner,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-density-standard,Chair-Supported Balance Reach — Density Standard,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-density-advanced,Chair-Supported Balance Reach — Density Advanced,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-isometric-beginner,Chair-Supported Balance Reach — Isometric Emphasis Beginner,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
fit,industrial-v3-fit-chair-balance-reach-isometric-standard,Chair-Supported Balance Reach — Isometric Emphasis Standard,chair-balance-reach,v3_cast_kit_draft,P0,FIT-04,exec-8d6ac082-647e-41d1-a6cd-10223594b56d.png,fit_v3/chair-balance-reach/chair-balance-reach__triptych.png,Draft: ordinary adult man demonstrating chair balance reach; include the equipment and complete body. Match the selected protocol before approval.,Approved,true,192517,Bulk visual approval; preview rollout only,
